,,,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75,27.75
1,23,15,"(3.046612814672518, 3.4252695189567137)","(3.185859334000529, 3.556008023783414)","(3.3649865262453913, 3.7237297295482708)","(3.3810326051777637, 3.7229965390999724)","(3.324412417012426, 3.6508249126740338)","(3.2410545229485805, 3.5775237924203926)","(3.096418767759845, 3.4891116628609775)","(2.9887196131401095, 3.4622904940385277)","(3.0330014357164288, 3.5590557527251265)","(3.067151458645305, 3.6273603455178356)","(3.2703897616331137, 3.6664557614327355)","(3.3740215570436622, 3.7295352982540573)","(3.4767179125445735, 3.7995947619130295)","(3.4650143971047185, 3.771406550886649)","(3.3636128982938156, 3.678552551968433)","(3.2489328812032627, 3.5750243336813052)","(3.2228444221720602, 3.565252881674221)","(3.2595371782172955, 3.631504985911033)","(3.2899230455147177, 3.7177563428505)","(3.4276898319199858, 3.927970338986961)","(3.433465307887419, 3.8490192516718325)","(3.4834104214119543, 3.8412770053334944)","(3.5220814559174958, 3.837517319164912)","(3.423989012875901, 3.7265536753759783)","(3.295803369407576, 3.607044232442689)","(3.3160243891406607, 3.640314700013071)","(3.394616086383646, 3.7193370620007284)","(3.5272809050325367, 3.8604102155402082)","(3.6435702519467537, 4.018381526923763)","(3.7222812979523843, 4.173628003105158)","(3.622372227634723, 4.085031855866445)","(3.444526807286342, 3.8237344372340187)","(3.3163278039537953, 3.637406360855717)","(3.2218007201090186, 3.5305769851102164)","(3.275723111343131, 3.586498256249109)","(3.3826018892752705, 3.705803065299879)","(3.6896139256688123, 4.025179884679964)","(3.8768956170534508, 4.242003894320713)","(3.896318985667394, 4.307547161014204)","(3.8850678347171095, 4.36113747081841)","(3.6753428297181028, 4.1719755147068724)","(3.3198570333317643, 3.719415254815506)","(3.1005653346215594, 3.4335373322854053)","(3.185634277243487, 3.4861956982797913)","(3.363186531663102, 3.657793915086361)","(3.779389713796723, 4.074772333534635)","(4.226527383957575, 4.548692362230418)","(4.382339935167502, 4.758851558951501)","(4.268851402033808, 4.71029025531479)","(4.175648228231693, 4.683039587206384)","(3.7118819077662444, 4.204268217853039)","(3.2771492540483287, 3.676632157547973)","(3.213682886330593, 3.5370034110161916)","(3.6429036361383504, 3.898077240418945)","(4.287965554864481, 4.4818761415708535)","(5.082010013507543, 5.228235842825613)","(5.703437750135051, 5.8554032281516815)","(5.782824857499757, 6.0095675921855705)","(5.55651551514275, 5.881872477727864)","(5.301535501462137, 5.731243359802799)","(3.7664642103439916, 4.20840272909565)","(3.6000667962708532, 3.969755125563398)","(3.916372876803891, 4.191866787062821)","(4.721914257522614, 4.870087662163355)","(6.096235441411139, 6.052030506966616)","(7.426936490853199, 7.21683977654318)","(8.37927436909437, 8.071136335356364)","(8.340351148426059, 8.110141104001078)","(7.899846056262959, 7.834048677093019)","(7.29520494861796, 7.438178793497886)","(4.193061334838235, 4.56532002130897)","(4.469833206358784, 4.7681389869412465)","(5.115613755185552, 5.288924048116154)","(6.428860728130457, 6.388333465185126)","(8.369461501920687, 7.990329838907354)","(10.506010362524355, 9.701823634919881)","(11.804409962512466, 10.779825279964713)","(11.776264225636025, 10.79678581236387)","(10.899857588033013, 10.157868199049581)","(9.907160089976323, 9.488411495247265)"
1,23,16,"(3.680702732113064, 6.513867873145925)","(3.3067192357360193, 5.89393862137856)","(3.181376536004264, 5.663290848424914)","(3.2705270328796363, 5.757072469116851)","(3.6909867072775318, 6.384795068724807)","(3.883883651434595, 6.6859389783920316)","(3.9524128819596096, 6.879806320269382)","(3.8732117794760956, 6.921791383160319)","(3.8975955581118713, 7.132943394576662)","(3.8863564949105665, 7.277362064354134)","(3.917563380649701, 6.9242547321218675)","(3.808875238546032, 6.694399408207383)","(3.7885934057391024, 6.602973260600564)","(3.860339032929371, 6.660552715591121)","(3.725466659961499, 6.419128376774696)","(3.8623636856151107, 6.630170139883246)","(3.9767003093745306, 6.852443778005252)","(4.148878836633627, 7.235431834496787)","(4.174344246407961, 7.4595680617949744)","(4.111755897940217, 7.581405515770176)","(4.184074503559369, 7.318160259329323)","(4.22611721432105, 7.30813725894668)","(4.269320051055195, 7.302868445931626)","(4.143644710692574, 7.058215806351893)","(4.023311759227021, 6.8418144292205)","(3.899858876716083, 6.6562924448935)","(4.033684901508532, 6.895399618825125)","(4.323760813340231, 7.442007634769639)","(4.578909451001144, 8.026825348086653)","(4.455068463706475, 8.061608983199315)","(4.4864398338787925, 7.71615545665884)","(4.598466281215433, 7.78920713112843)","(4.628674240108916, 7.756310461642299)","(4.459285891269883, 7.450073409770119)","(4.179460727129013, 7.014278604683782)","(4.0195237564522905, 6.783586225292857)","(4.207038215620124, 7.125739212292851)","(4.605231582581329, 7.856483286501682)","(4.9046470482769875, 8.520795192852633)","(5.071209019842281, 9.074957055771092)","(4.798316521495604, 8.099216787738081)","(5.003302241013557, 8.302331253806974)","(5.015863675377764, 8.238024323971057)","(4.820334807014877, 7.903915619736371)","(4.519940937611511, 7.452485347879294)","(4.419186840061181, 7.346076404276985)","(4.6831313457205646, 7.830751441087326)","(5.124084807122909, 8.64650594379183)","(5.49907441493454, 9.453249152486851)","(5.709571497500133, 10.108347395121978)","(4.94005651427683, 8.245263666181629)","(5.16900026482355, 8.455506640271233)","(5.332724770514338, 8.606988043385629)","(5.409478005308935, 8.694219308222364)","(5.457063816154387, 8.794217389041137)","(5.616091220862003, 9.11286561137693)","(5.965438752607532, 9.76513616271244)","(6.324545042786956, 10.488028381521087)","(6.656059351664494, 11.236568016452756)","(6.98027044568451, 12.063029000005578)","(4.665279848714481, 7.768976363944398)","(4.926600192455775, 8.004340195842085)","(5.548529979083356, 8.828454055622434)","(6.287072424168588, 9.910477695730217)","(7.227558906709918, 11.366955997337406)","(7.791483857928397, 12.321134189702239)","(8.080946947312103, 12.916770737614952)","(8.004968268852602, 12.995166678508776)","(8.038022148352779, 13.253146447230112)","(8.189758446546913, 13.689927306863005)","(4.408584774039893, 7.323407255715804)","(5.011797084028798, 8.08534189924552)","(6.138226326608631, 9.649147461805791)","(7.807689475430748, 12.082579565610509)","(9.611810792266198, 14.812366404442551)","(10.714934344931578, 16.572494849754957)","(10.709273459400377, 16.73245269063489)","(10.08823408245019, 15.976983727593035)","(9.484311584740173, 15.195664975252498)","(9.13656111709898, 14.76513172987993)"
1,23,17,"(4.230711147745131, 14.947977786983573)","(3.7735046609335074, 13.421719597870869)","(3.558915324132448, 12.739639385479306)","(3.6928016761679565, 13.270510909260064)","(4.0030962943482775, 14.405581991614538)","(4.306238868877593, 15.65108542194878)","(4.451942058652333, 16.462142602833534)","(4.4568824651892704, 16.947095883543543)","(4.398708774473194, 17.130048334973687)","(4.485170850546531, 17.78691842259374)","(4.1215253056271255, 14.612734908212046)","(4.096390304931108, 14.44109636527563)","(4.205834854231271, 14.79203871545305)","(4.3347644066452276, 15.319135049271564)","(4.501761256855357, 16.112926628051127)","(4.839186008606441, 17.511820488584263)","(5.191404786383745, 19.00734285776847)","(5.370838292828477, 19.95641873189839)","(5.28002778605936, 20.107510439952872)","(4.989735433875217, 19.52645013373342)","(4.23428492806737, 14.9777792211929)","(4.402218337297444, 15.403300861255737)","(4.627889653701067, 16.101409101422696)","(4.773133823721361, 16.70432534338381)","(4.969335244579318, 17.616216094540924)","(5.181327728140451, 18.619434413811444)","(5.632588693388399, 20.433315157116457)","(5.967905503211989, 21.881114630370025)","(6.094269878432659, 22.74569228246432)","(5.738506262804911, 22.004894864585157)","(4.574077521317574, 16.06886251498967)","(4.8290374412520585, 16.757441035166515)","(5.131354660032011, 17.676732027999886)","(5.251059241516157, 18.192345576664465)","(5.254648406202658, 18.407462378888713)","(5.384461136812031, 19.121821210167994)","(5.769531937022869, 20.687444010355172)","(6.279146289400157, 22.759279476463032)","(6.48225716383101, 23.902851200498475)","(6.492706416380079, 24.50358002607131)","(5.035841598405697, 17.525551733466667)","(5.289393599811208, 18.188445276680177)","(5.584966432813425, 19.057282246248736)","(5.681889925773358, 19.437584226640766)","(5.617568533852323, 19.404402942285433)","(5.654581129291868, 19.747410057097202)","(6.022784206476974, 21.248442935443457)","(6.610759800003345, 23.600893591292312)","(7.092122242075576, 25.747939888989013)","(7.183645223992198, 26.659313938010126)","(5.6753659813804385, 19.51523407882336)","(5.886750623007199, 19.994535027611803)","(6.160738674069958, 20.739501057554364)","(6.383865157844309, 21.460300871175207)","(6.496852466957158, 21.93129261438079)","(6.660740432022124, 22.64643008042203)","(7.191783039998823, 24.673458963377232)","(7.9612289354751065, 27.658697706145215)","(8.592343481469703, 30.360265078208705)","(8.800869379855284, 31.76792991557955)","(6.168871057205034, 20.961449519498114)","(6.558677481324307, 21.965369718153216)","(6.851191911442429, 22.690888401301972)","(7.333784842665414, 24.156019328343337)","(8.010024494760481, 26.308698660426018)","(8.531151077269788, 28.110254293721784)","(9.521232975466493, 31.55815781806884)","(10.646479999431257, 35.700540192478634)","(11.342571849280585, 38.681003897875776)","(11.45352290382388, 39.91887114458952)","(6.447391013507311, 21.678215836946)","(7.108018105276264, 23.512278266185877)","(7.66778728055442, 25.022233315024334)","(8.444377647928365, 27.289346549270885)","(9.763644433407944, 31.355945441997125)","(11.302529605249566, 36.2025936179242)","(13.107853387431238, 42.139429592207144)","(14.430261252529673, 46.81926883197261)","(14.92840521708335, 49.158491996948875)","(14.581480852134348, 49.022568147741175)"
1,23,18,"(4.424266096426129, 57.88829643092077)","(3.8162856977067663, 51.49224370353996)","(3.1584289298011137, 43.9974188770343)","(3.1729199061118125, 45.29717187138573)","(3.5333639130050787, 51.325534879442614)","(4.013590331005259, 59.83720631474122)","(4.4700710888373605, 68.4838061165927)","(4.916147358199997, 78.54836870241665)","(5.335873907060623, 89.42227638983925)","(5.793645332906143, 101.28276100483006)","(4.507918903956832, 58.02584229601441)","(4.157533693441035, 54.625145275772184)","(3.7522645421564707, 50.455996590751965)","(3.7580147005585807, 51.78811306299466)","(4.106582645327064, 58.25018976405749)","(4.544450724605947, 66.21190158207285)","(4.952586477902436, 74.52888470918721)","(5.337533801949893, 83.12448589546459)","(5.783123320678755, 94.51013663202635)","(6.105467491881185, 104.46555172827256)","(4.586050763569682, 58.13848249153449)","(4.434877837410097, 57.13647538123845)","(4.297968321769748, 56.43148622002693)","(4.607580620243127, 61.79383583480248)","(4.945905981772204, 68.26133546892203)","(5.301649574330981, 75.3902129954613)","(5.597343562882904, 82.39943078795106)","(5.928684375848709, 90.45022971989489)","(6.102831085792413, 97.07683342529033)","(6.419414814948854, 106.8102335043888)","(4.447303172516875, 55.746727972907564)","(4.621926807583326, 58.86037932504726)","(4.958095456574709, 64.13818633304696)","(5.411815700381536, 71.32927928333358)","(6.0314299047262585, 80.9874640161399)","(6.561038741489433, 90.52585347825558)","(6.945492079434677, 99.23774196007459)","(6.983135465064315, 104.05196837751586)","(6.824918467808849, 105.98846036038496)","(6.38308226523515, 104.03345150887594)","(4.6400687290113485, 57.51583304135464)","(4.954941882737116, 62.397048531181255)","(5.430948520900936, 69.34821854095588)","(6.247140018963654, 80.70808952413036)","(7.181693769890782, 94.16636336955303)","(7.971992745859663, 106.77527156432753)","(8.510112332409678, 117.91203339933458)","(8.19785008552856, 118.71232835591937)","(7.120895792194176, 107.96258252203977)","(6.133833998839684, 97.68668162839887)","(5.801049443063929, 70.674191345847)","(6.260235964867115, 77.10153454310868)","(6.9535447315458265, 86.44368158963945)","(8.082827836627583, 101.4451692507004)","(9.349075741604352, 118.88087378577194)","(10.274913885075781, 133.29710681963638)","(10.81198504525576, 144.76428199356852)","(10.41688511199244, 145.36787620138827)","(9.041493392755456, 131.87232196123892)","(7.5408527486291685, 115.18350978870312)","(7.7558541468789315, 92.64556650745094)","(8.431467698300702, 100.89750749973328)","(9.248170513546082, 111.1958794764293)","(10.959227562832389, 133.0924692685674)","(12.790052721568081, 157.6791833780596)","(13.828630814649726, 174.15708788951207)","(14.127558747447017, 183.0748130780273)","(13.847921394392014, 185.85119110189623)","(12.99333016292932, 181.3843083642669)","(12.312990869069315, 178.76972842880355)","(9.828357326644246, 115.13755597981923)","(10.759063472321248, 125.78366418834743)","(11.576207997787288, 135.69897634177084)","(13.50193697995993, 159.75349739220843)","(16.14175830994344, 194.30233822637044)","(17.51766116421926, 215.90105355542835)","(18.495722883441438, 233.70049199711994)","(18.320558183814445, 238.4103905920538)","(17.98866669435547, 241.8262668680827)","(18.523087409738814, 257.8593484241342)"
1,23,19,"(5.708676320500288, 11128.699109121293)","(5.268684620699672, 13947.945357661738)","(4.309994913655999, 16201.55829080079)","(3.7661732067591682, 22343.17066686589)","(4.361914465523822, 40617.90617449664)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(6.764454982767535, 11290.87539717963)","(5.605398852241897, 12566.457102786806)","(4.911009988496672, 15410.670467847709)","(5.158395044123244, 23394.97955212012)","(4.7999244780872905, 36880.0405309473)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(7.096262638397528, 10486.316198104743)","(6.413075347494219, 12364.635419980783)","(5.9189491577413555, 15494.27543675644)","(5.094882779179674, 19151.979552691562)","(5.692878726153684, 32275.1531224193)","(4.325042785822513, 42527.94688796324)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(6.3880703135657635, 8484.50987653228)","(6.6125449125329085, 11347.499789935522)","(6.934333133914328, 15695.956780660712)","(7.474285780898648, 23298.019366032033)","(7.58204273148132, 35298.00994490113)","(7.461567843284056, 54928.95752843029)","(5.461499999954635, 84392.82468529217)","(nan, nan)","(nan, nan)","(nan, nan)","(6.100155755320699, 7351.108316867706)","(7.267269351608324, 10993.496851025362)","(8.910706753596248, 17443.404187929074)","(9.91297528226405, 25997.87850142986)","(10.668691186447957, 39470.60111832152)","(11.411132745105405, 65754.67164516957)","(9.83980973681177, 101734.58975138114)","(10.368786824274482, 211310.06402163662)","(nan, nan)","(nan, nan)","(6.8942355944194755, 7514.565303182119)","(8.9659478823272, 12056.542128532448)","(11.659375223129246, 19790.3388748887)","(14.8726755604362, 32869.93520611996)","(17.230389973961973, 52203.171149829715)","(17.824144075353505, 79554.3164129631)","(14.406191304119378, 108320.99928661865)","(9.212769564966527, 128262.74634689576)","(nan, nan)","(nan, nan)","(8.551429480776731, 8430.444490342903)","(11.411552117691533, 13681.055779807908)","(15.30972130032139, 22791.20081332643)","(19.048030096282744, 36129.840811150556)","(23.472166488403783, 60099.94647968155)","(27.542029457493623, 99537.98732612586)","(21.69861809833002, 122033.0594034496)","(13.432804991708254, 133957.44131698456)","(11.585661736993375, 246842.04499685025)","(nan, nan)","(9.590498644529415, 8646.866893302236)","(12.002728640933773, 12912.14227458955)","(15.767826874276626, 20765.467435969833)","(20.748144104135527, 34549.312451598555)","(26.908669719256647, 58914.4461699746)","(34.56954869995415, 106340.57621231044)","(23.29511161494464, 106682.76650801994)","(19.59750362321462, 147354.71365002275)","(13.70835126397088, 200792.24681649185)","(5.47002421108493, 213667.20916244964)"
1,23,20,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,23,21,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,23,22,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,23,23,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,24,0,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,24,1,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,24,2,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,24,3,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
1,24,4,"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
